ID	SENTENCE	BLOCK	PATTERN_TYPE	ACTUAL	ACCEPTABLE
4605	I like birds , and more generally dogs .	5	generally-mammals	NR*	N
4606	I like dogs , and more generally mammals .	5	generally-mammals	<	Y
4607	I like mammals , and more generally dogs .	5	generally-mammals	>	N
4608	I like dogs , and more generally insects .	6	generally-mammals	NR	N
4609	I like insects , and more generally dogs .	6	generally-mammals	NR*	N
4610	I like dogs , and more generally mammals .	6	generally-mammals	<	Y
4611	I like mammals , and more generally dogs .	6	generally-mammals	>	N
4612	I like dogs , and more generally frogs .	7	generally-mammals	NR	N
4613	I like frogs , and more generally dogs .	7	generally-mammals	NR*	N
4614	I like dogs , and more generally mammals .	7	generally-mammals	<	Y
4615	I like mammals , and more generally dogs .	7	generally-mammals	>	N
4616	I like horses , and more generally reptiles .	8	generally-mammals	NR	N
4617	I like reptiles , and more generally horses .	8	generally-mammals	NR*	N
4618	I like horses , and more generally mammals .	8	generally-mammals	<	Y
4619	I like mammals , and more generally horses .	8	generally-mammals	>	N
4620	I like horses , and more generally birds .	9	generally-mammals	NR	N
4621	I like birds , and more generally horses .	9	generally-mammals	NR*	N
4622	I like horses , and more generally mammals .	9	generally-mammals	<	Y
4623	I like mammals , and more generally horses .	9	generally-mammals	>	N
4624	I like horses , and more generally insects .	10	generally-mammals	NR	N
4625	I like insects , and more generally horses .	10	generally-mammals	NR*	N
4626	I like horses , and more generally mammals .	10	generally-mammals	<	Y
4627	I like mammals , and more generally horses .	10	generally-mammals	>	N
4628	I like horses , and more generally frogs .	11	generally-mammals	NR	N
4629	I like frogs , and more generally horses .	11	generally-mammals	NR*	N
4630	I like horses , and more generally mammals .	11	generally-mammals	<	Y
4631	I like mammals , and more generally horses .	11	generally-mammals	>	N
4632	I like cows , and more generally reptiles .	12	generally-mammals	NR	N
4633	I like reptiles , and more generally cows .	12	generally-mammals	NR*	N
4634	I like cows , and more generally mammals .	12	generally-mammals	<	Y
4635	I like mammals , and more generally cows .	12	generally-mammals	>	N
4636	I like cows , and more generally birds .	13	generally-mammals	NR	N
4637	I like birds , and more generally cows .	13	generally-mammals	NR*	N
4638	I like cows , and more generally mammals .	13	generally-mammals	<	Y
4639	I like mammals , and more generally cows .	13	generally-mammals	>	N
4640	I like cows , and more generally insects .	14	generally-mammals	NR	N
4641	I like insects , and more generally cows .	14	generally-mammals	NR*	N
4642	I like cows , and more generally mammals .	14	generally-mammals	<	Y
4643	I like mammals , and more generally cows .	14	generally-mammals	>	N
4644	I like cows , and more generally frogs .	15	generally-mammals	NR	N
4645	I like frogs , and more generally cows .	15	generally-mammals	NR*	N
4646	I like cows , and more generally mammals .	15	generally-mammals	<	Y
4647	I like mammals , and more generally cows .	15	generally-mammals	>	N
4648	I like Volvos , and more generally motorcycles .	0	generally-cars	NR	N
4649	I like motorcycles , and more generally Volvos .	0	generally-cars	NR*	N
4650	I like Volvos , and more generally cars .	0	generally-cars	<	Y
4651	I like cars , and more generally Volvos .	0	generally-cars	>	N
4652	I like Volvos , and more generally bicycles .	1	generally-cars	NR	N
4653	I like bicycles , and more generally Volvos .	1	generally-cars	NR*	N
4654	I like Volvos , and more generally cars .	1	generally-cars	<	Y
4655	I like cars , and more generally Volvos .	1	generally-cars	>	N
4656	I like Volvos , and more generally trains .	2	generally-cars	NR	N
4657	I like trains , and more generally Volvos .	2	generally-cars	NR*	N
4658	I like Volvos , and more generally cars .	2	generally-cars	<	Y
4659	I like cars , and more generally Volvos .	2	generally-cars	>	N
4660	I like Volvos , and more generally airplanes .	3	generally-cars	NR	N
4661	I like planes , and more generally Volvos .	3	generally-cars	NR*	N
4662	I like Volvos , and more generally cars .	3	generally-cars	<	Y
4663	I like cars , and more generally Volvos .	3	generally-cars	>	N
4664	I like Skodas , and more generally motorcycles .	4	generally-cars	NR	N
4665	I like motorcycles , and more generally Skodas .	4	generally-cars	NR*	N
4666	I like Skodas , and more generally cars .	4	generally-cars	<	Y
4667	I like cars , and more generally Skodas .	4	generally-cars	>	N
4668	I like Skodas , and more generally bicycles .	5	generally-cars	NR	N
4669	I like bicycles , and more generally Skodas .	5	generally-cars	NR*	N
4670	I like Skodas , and more generally cars .	5	generally-cars	<	Y
4671	I like cars , and more generally Skodas .	5	generally-cars	>	N
4672	I like Skodas , and more generally trains .	6	generally-cars	NR	N
4673	I like trains , and more generally Skodas .	6	generally-cars	NR*	N
4674	I like Skodas , and more generally cars .	6	generally-cars	<	Y
4675	I like cars , and more generally Skodas .	6	generally-cars	>	N
4676	I like Skodas , and more generally airplanes .	7	generally-cars	NR	N
4677	I like planes , and more generally Skodas .	7	generally-cars	NR*	N
4678	I like Skodas , and more generally cars .	7	generally-cars	<	Y
4679	I like cars , and more generally Skodas .	7	generally-cars	>	N
4680	I like Ferraris , and more generally motorcycles .	8	generally-cars	NR	N
4681	I like motorcycles , and more generally Ferraris .	8	generally-cars	NR*	N
4682	I like Ferraris , and more generally cars .	8	generally-cars	<	Y
4683	I like cars , and more generally Ferraris .	8	generally-cars	>	N
4684	I like Ferraris , and more generally bicycles .	9	generally-cars	NR	N
4685	I like bicycles , and more generally Ferraris .	9	generally-cars	NR*	N
4686	I like Ferraris , and more generally cars .	9	generally-cars	<	Y
4687	I like cars , and more generally Ferraris .	9	generally-cars	>	N
4688	I like Ferraris , and more generally trains .	10	generally-cars	NR	N
4689	I like trains , and more generally Ferraris .	10	generally-cars	NR*	N
4690	I like Ferraris , and more generally cars .	10	generally-cars	<	Y
4691	I like cars , and more generally Ferraris .	10	generally-cars	>	N
4692	I like Ferraris , and more generally airplanes .	11	generally-cars	NR	N
4693	I like planes , and more generally Ferraris .	11	generally-cars	NR*	N
4694	I like Ferraris , and more generally cars .	11	generally-cars	<	Y
4695	I like cars , and more generally Ferraris .	11	generally-cars	>	N
4696	I like Fords , and more generally motorcycles .	12	generally-cars	NR	N
4697	I like motorcycles , and more generally Fords .	12	generally-cars	NR*	N
4698	I like Fords , and more generally cars .	12	generally-cars	<	Y
4699	I like cars , and more generally Fords .	12	generally-cars	>	N
4700	I like Fords , and more generally bicycles .	13	generally-cars	NR	N
4701	I like bicycles , and more generally Fords .	13	generally-cars	NR*	N
4702	I like Fords , and more generally cars .	13	generally-cars	<	Y
4703	I like cars , and more generally Fords .	13	generally-cars	>	N
4704	I like Fords , and more generally trains .	14	generally-cars	NR	N
4705	I like trains , and more generally Fords .	14	generally-cars	NR*	N
4706	I like Fords , and more generally cars .	14	generally-cars	<	Y
4707	I like cars , and more generally Fords .	14	generally-cars	>	N
4708	I like Fords , and more generally airplanes .	15	generally-cars	NR	N
4709	I like planes , and more generally Fords .	15	generally-cars	NR*	N
4710	I like Fords , and more generally cars .	15	generally-cars	<	Y
4711	I like cars , and more generally Fords .	15	generally-cars	>	N
4712	I like Harley-Davidson , and more generally cars .	0	generally-motorcycles	NR	N
4713	I like cars , and more generally Harley-Davidson .	0	generally-motorcycles	NR*	N
4714	I like Harley-Davidson , and more generally motorcycles .	0	generally-motorcycles	<	Y
4715	I like motorcycles , and more generally Harley-Davidson .	0	generally-motorcycles	>	N
4716	I like Harley-Davidson , and more generally bicycles .	1	generally-motorcycles	NR	N
4717	I like bicycles , and more generally Harley-Davidson .	1	generally-motorcycles	NR*	N
4718	I like Harley-Davidson , and more generally motorcycles .	1	generally-motorcycles	<	Y
4719	I like motorcycles , and more generally Harley-Davidson .	1	generally-motorcycles	>	N
4720	I like Harley-Davidson , and more generally trains .	2	generally-motorcycles	NR	N
4721	I like trains , and more generally Harley-Davidson .	2	generally-motorcycles	NR*	N
4722	I like Harley-Davidson , and more generally motorcycles .	2	generally-motorcycles	<	Y
4723	I like motorcycles , and more generally Harley-Davidson .	2	generally-motorcycles	>	N
4724	I like Harley-Davidson , and more generally airplanes .	3	generally-motorcycles	NR	N
4725	I like planes , and more generally Harley-Davidson .	3	generally-motorcycles	NR*	N
4726	I like Harley-Davidson , and more generally motorcycles .	3	generally-motorcycles	<	Y
4727	I like motorcycles , and more generally Harley-Davidson .	3	generally-motorcycles	>	N
4728	I like Suzukis , and more generally cars .	4	generally-motorcycles	NR	N
4729	I like cars , and more generally Suzukis .	4	generally-motorcycles	NR*	N
4730	I like Suzukis , and more generally motorcycles .	4	generally-motorcycles	<	Y
4731	I like motorcycles , and more generally Suzukis .	4	generally-motorcycles	>	N
4732	I like Suzukis , and more generally bicycles .	5	generally-motorcycles	NR	N
4733	I like bicycles , and more generally Suzukis .	5	generally-motorcycles	NR*	N
4734	I like Suzukis , and more generally motorcycles .	5	generally-motorcycles	<	Y
4735	I like motorcycles , and more generally Suzukis .	5	generally-motorcycles	>	N
4736	I like Suzukis , and more generally trains .	6	generally-motorcycles	NR	N
4737	I like trains , and more generally Suzukis .	6	generally-motorcycles	NR*	N
4738	I like Suzukis , and more generally motorcycles .	6	generally-motorcycles	<	Y
4739	I like motorcycles , and more generally Suzukis .	6	generally-motorcycles	>	N
4740	I like Suzukis , and more generally airplanes .	7	generally-motorcycles	NR	N
4741	I like planes , and more generally Suzukis .	7	generally-motorcycles	NR*	N
4742	I like Suzukis , and more generally motorcycles .	7	generally-motorcycles	<	Y
4743	I like motorcycles , and more generally Suzukis .	7	generally-motorcycles	>	N
4744	I like enduros , and more generally cars .	8	generally-motorcycles	NR	N
4745	I like cars , and more generally enduros .	8	generally-motorcycles	NR*	N
4746	I like enduros , and more generally motorcycles .	8	generally-motorcycles	<	Y
4747	I like motorcycles , and more generally enduros .	8	generally-motorcycles	>	N
4748	I like enduros , and more generally bicycles .	9	generally-motorcycles	NR	N
4749	I like bicycles , and more generally enduros .	9	generally-motorcycles	NR*	N
4750	I like enduros , and more generally motorcycles .	9	generally-motorcycles	<	Y
4751	I like motorcycles , and more generally enduros .	9	generally-motorcycles	>	N
4752	I like enduros , and more generally trains .	10	generally-motorcycles	NR	N
4753	I like trains , and more generally enduros .	10	generally-motorcycles	NR*	N
4754	I like enduros , and more generally motorcycles .	10	generally-motorcycles	<	Y
4755	I like motorcycles , and more generally enduros .	10	generally-motorcycles	>	N
4756	I like enduros , and more generally airplanes .	11	generally-motorcycles	NR	N
